coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,is-test
N.A,Erigeron_elatior,8894146,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1YT0SNR8C6HN9,7511,0.0,2024-04-16,13:48:57,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894424,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A1YT0SNR8C6HN9,7511,0.0,2024-04-16,13:52:58,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894506,startTest1,N/A,N/A,N/A,N/A,False,1,0,A2A9FMATFZABXC,22318,0.0,2024-04-16,13:53:43,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894571,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3S5AA4R3RIEEP,7090,0.0,2024-04-16,13:54:14,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894637,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A3S5AA4R3RIEEP,7090,0.0,2024-04-16,13:55:09,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894675,309157,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.31102389.jpg,0,2,0,False,1,1,A1YT0SNR8C6HN9,7511,133.15,2024-04-16,13:55:29,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894668,309157,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.31102389.jpg,A1YT0SNR8C6HN9,7511,False,876,242,flower,2024-04-16,13:55:26,False
,N.A.,Erigeron_elatior,8894670,309157,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.31102389.jpg,A1YT0SNR8C6HN9,7511,False,478,302,flower,2024-04-16,13:55:27,False
N.A,Erigeron_elatior,8894676,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A2A9FMATFZABXC,22318,0.0,2024-04-16,13:55:29,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894692,startTest1,N/A,N/A,N/A,N/A,False,1,0,A37GR0H4FC84HY,22320,0.0,2024-04-16,13:55:44,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894715,309145,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27216461.jpg,0,1,0,False,1,1,A2A9FMATFZABXC,22318,20.11,2024-04-16,13:55:57,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894696,309145,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27216461.jpg,A2A9FMATFZABXC,22318,False,635,369.5,flower,2024-04-16,13:55:45,False
N.A,Erigeron_elatior,8894746,309154,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949815.jpg,1,1,2,False,1,2,A1YT0SNR8C6HN9,7511,42.92,2024-04-16,13:56:14,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894718,309154,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949815.jpg,A1YT0SNR8C6HN9,7511,False,715,375,bud,2024-04-16,13:55:58,False
,N.A.,Erigeron_elatior,8894720,309154,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949815.jpg,A1YT0SNR8C6HN9,7511,False,1140,532,flower,2024-04-16,13:56:01,False
,N.A.,Erigeron_elatior,8894738,309154,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949815.jpg,A1YT0SNR8C6HN9,7511,False,1010,361,fruit,2024-04-16,13:56:09,False
,N.A.,Erigeron_elatior,8894740,309154,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949815.jpg,A1YT0SNR8C6HN9,7511,False,1100,669,fruit,2024-04-16,13:56:12,False
N.A,Erigeron_elatior,8894794,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,1,6,0,False,1,2,A2A9FMATFZABXC,22318,34.42,2024-04-16,13:56:33,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894730,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,897.3333333333334,888,flower,2024-04-16,13:56:05,False
,N.A.,Erigeron_elatior,8894737,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,980,1056,flower,2024-04-16,13:56:09,False
,N.A.,Erigeron_elatior,8894739,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,912,1202,flower,2024-04-16,13:56:10,False
,N.A.,Erigeron_elatior,8894741,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,744,1444,flower,2024-04-16,13:56:12,False
,N.A.,Erigeron_elatior,8894753,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,832,1144,flower,2024-04-16,13:56:18,False
,N.A.,Erigeron_elatior,8894768,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,786.4,1264,flower,2024-04-16,13:56:23,False
,N.A.,Erigeron_elatior,8894780,309141,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.26750031.jpg,A2A9FMATFZABXC,22318,False,680,1416,bud,2024-04-16,13:56:28,False
N.A,Erigeron_elatior,8894770,309151,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27847156.jpg,0,2,0,False,1,3,A1YT0SNR8C6HN9,7511,7.65,2024-04-16,13:56:24,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894761,309151,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27847156.jpg,A1YT0SNR8C6HN9,7511,False,1220,414,flower,2024-04-16,13:56:22,False
,N.A.,Erigeron_elatior,8894764,309151,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27847156.jpg,A1YT0SNR8C6HN9,7511,False,863,245,flower,2024-04-16,13:56:22,False
N.A,Erigeron_elatior,8894779,submitTest2,N/A,N/A,N/A,N/A,False,1,2,A3S5AA4R3RIEEP,7090,0.0,2024-04-16,13:56:28,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894868,309152,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29284671.jpg,1,2,2,False,1,4,A1YT0SNR8C6HN9,7511,53.15,2024-04-16,13:57:19,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894809,309152,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29284671.jpg,A1YT0SNR8C6HN9,7511,False,1060,144,flower,2024-04-16,13:56:46,False
,N.A.,Erigeron_elatior,8894812,309152,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29284671.jpg,A1YT0SNR8C6HN9,7511,False,658,83,flower,2024-04-16,13:56:48,False
,N.A.,Erigeron_elatior,8894814,309152,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29284671.jpg,A1YT0SNR8C6HN9,7511,False,1260,386,bud,2024-04-16,13:56:50,False
,N.A.,Erigeron_elatior,8894856,309152,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29284671.jpg,A1YT0SNR8C6HN9,7511,False,1280,394,fruit,2024-04-16,13:57:10,False
,N.A.,Erigeron_elatior,8894860,309152,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29284671.jpg,A1YT0SNR8C6HN9,7511,False,916,376,fruit,2024-04-16,13:57:11,False
N.A,Erigeron_elatior,8894843,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3KML8SN6AVL7B,22325,0.0,2024-04-16,13:57:05,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894863,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1BGTEEHXG9FL9,21274,0.0,2024-04-16,13:57:15,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8894933,309150,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510653.jpg,0,1,3,False,1,5,A1YT0SNR8C6HN9,7511,36.26,2024-04-16,13:57:57,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894918,309150,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510653.jpg,A1YT0SNR8C6HN9,7511,False,253,1600,flower,2024-04-16,13:57:49,False
,N.A.,Erigeron_elatior,8894921,309150,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510653.jpg,A1YT0SNR8C6HN9,7511,False,411,1490,fruit,2024-04-16,13:57:53,False
,N.A.,Erigeron_elatior,8894924,309150,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510653.jpg,A1YT0SNR8C6HN9,7511,False,327,1440,fruit,2024-04-16,13:57:55,False
,N.A.,Erigeron_elatior,8894927,309150,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510653.jpg,A1YT0SNR8C6HN9,7511,False,428,1350,fruit,2024-04-16,13:57:56,False
N.A,Erigeron_elatior,8894940,309147,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27220485.jpg,0,1,0,False,1,3,A2A9FMATFZABXC,22318,83.64,2024-04-16,13:58:01,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894932,309147,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27220485.jpg,A2A9FMATFZABXC,22318,False,676.8,1440,flower,2024-04-16,13:57:57,False
N.A,Erigeron_elatior,8895028,309149,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510513.jpg,0,5,0,False,1,6,A1YT0SNR8C6HN9,7511,51.15,2024-04-16,13:58:51,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8894980,309149,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510513.jpg,A1YT0SNR8C6HN9,7511,False,885,282,flower,2024-04-16,13:58:26,False
,N.A.,Erigeron_elatior,8894981,309149,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510513.jpg,A1YT0SNR8C6HN9,7511,False,207,324,flower,2024-04-16,13:58:27,False
,N.A.,Erigeron_elatior,8894998,309149,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510513.jpg,A1YT0SNR8C6HN9,7511,False,683,342,flower,2024-04-16,13:58:36,False
,N.A.,Erigeron_elatior,8895005,309149,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510513.jpg,A1YT0SNR8C6HN9,7511,False,235,1070,flower,2024-04-16,13:58:38,False
,N.A.,Erigeron_elatior,8895007,309149,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.27510513.jpg,A1YT0SNR8C6HN9,7511,False,123,1170,flower,2024-04-16,13:58:38,False
N.A,Erigeron_elatior,8894997,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A3KML8SN6AVL7B,22325,0.0,2024-04-16,13:58:35,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8895075,309153,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949621.jpg,1,0,1,False,1,7,A1YT0SNR8C6HN9,7511,22.65,2024-04-16,13:59:16,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Erigeron_elatior,8895041,309153,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949621.jpg,A1YT0SNR8C6HN9,7511,False,1190,349,bud,2024-04-16,13:58:59,False
,N.A.,Erigeron_elatior,8895067,309153,https://crowdcurio-experiment-images.s3.amazonaws.com/Erigeron_elatior/images/Erigeron_elatior.29949621.jpg,A1YT0SNR8C6HN9,7511,False,688,944,fruit,2024-04-16,13:59:14,False
N.A,Erigeron_elatior,8895050,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A37GR0H4FC84HY,22320,0.0,2024-04-16,13:59:02,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Erigeron_elatior,8895061,startTest1,N/A,N/A,N/A,N/A,False,1,0,A3VW0WY7RASRNF,20636,0.0,2024-04-16,13:59:11,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
