coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,is-test
N.A,Cirsium_canescens,8623506,startTest1,N/A,N/A,N/A,N/A,False,1,0,jarvisxie,383,0.0,2024-04-04,19:20:49,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_canescens,8719822,startTest1,N/A,N/A,N/A,N/A,False,1,0,AN5PD7VQXFSID,21277,0.0,2024-04-16,01:02:37,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_canescens,8719986,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1OIBI3PWS4R5K,676,0.0,2024-04-16,01:03:41,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Cirsium_canescens,8720107,306760,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.18944563.jpg,1,0,4,False,1,1,A1OIBI3PWS4R5K,676,32.04,2024-04-16,01:04:16,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Cirsium_canescens,8720012,306760,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.18944563.jpg,A1OIBI3PWS4R5K,676,False,560.8,591.2,fruit,2024-04-16,01:03:48,False
,N.A.,Cirsium_canescens,8720015,306760,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.18944563.jpg,A1OIBI3PWS4R5K,676,False,562.4,540,fruit,2024-04-16,01:03:49,False
,N.A.,Cirsium_canescens,8720020,306760,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.18944563.jpg,A1OIBI3PWS4R5K,676,False,537.6,359.2,fruit,2024-04-16,01:03:50,False
,N.A.,Cirsium_canescens,8720022,306760,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.18944563.jpg,A1OIBI3PWS4R5K,676,False,618.4,325.6,fruit,2024-04-16,01:03:50,False
,N.A.,Cirsium_canescens,8720058,306760,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.18944563.jpg,A1OIBI3PWS4R5K,676,False,702.4,368.8,bud,2024-04-16,01:04:03,False
N.A,Cirsium_canescens,8720270,306756,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.16896416.jpg,4,0,1,False,1,2,A1OIBI3PWS4R5K,676,40.76,2024-04-16,01:04:57,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Cirsium_canescens,8720189,306756,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.16896416.jpg,A1OIBI3PWS4R5K,676,False,354,462,fruit,2024-04-16,01:04:37,False
,N.A.,Cirsium_canescens,8720202,306756,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.16896416.jpg,A1OIBI3PWS4R5K,676,False,695,770,bud,2024-04-16,01:04:39,False
,N.A.,Cirsium_canescens,8720208,306756,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.16896416.jpg,A1OIBI3PWS4R5K,676,False,231,921,bud,2024-04-16,01:04:40,False
,N.A.,Cirsium_canescens,8720239,306756,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.16896416.jpg,A1OIBI3PWS4R5K,676,False,616,880,bud,2024-04-16,01:04:47,False
,N.A.,Cirsium_canescens,8720254,306756,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.16896416.jpg,A1OIBI3PWS4R5K,676,False,151,911,bud,2024-04-16,01:04:52,False
N.A,Cirsium_canescens,8720477,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,7,0,5,False,1,3,A1OIBI3PWS4R5K,676,42.73,2024-04-16,01:05:41,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Cirsium_canescens,8720339,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,A1OIBI3PWS4R5K,676,False,167,619,bud,2024-04-16,01:05:13,False
,N.A.,Cirsium_canescens,8720345,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,A1OIBI3PWS4R5K,676,False,393,576,bud,2024-04-16,01:05:14,False
,N.A.,Cirsium_canescens,8720348,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,A1OIBI3PWS4R5K,676,False,126,887,bud,2024-04-16,01:05:15,False
,N.A.,Cirsium_canescens,8720362,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,A1OIBI3PWS4R5K,676,False,850,279,bud,2024-04-16,01:05:18,False
,N.A.,Cirsium_canescens,8720395,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,A1OIBI3PWS4R5K,676,False,528,435,fruit,2024-04-16,01:05:23,False
,N.A.,Cirsium_canescens,8720397,306762,https://crowdcurio-experiment-images.s3.amazonaws.com/Cirsium_canescens/images/Cirsium_canescens.21974461.jpg,A1OIBI3PWS4R5K,676,False,418,371,fruit,2024-04-16,01:05:24,False
