coreID,species,annotation-ID,image-ID,image-URL,bud,flower,fruit,is-duplicated,set-number,sequence,username,user-ID,time-spent (seconds),date,time,is-test
N.A,Helianthus_petiolaris,8921549,startTest1,N/A,N/A,N/A,N/A,False,1,0,A1USG1YHEXWMEN,20632,0.0,2024-04-16,15:30:36,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Helianthus_petiolaris,8922151,submitTest1,N/A,N/A,N/A,N/A,False,1,1,A1USG1YHEXWMEN,20632,0.0,2024-04-16,15:32:23,True
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
N.A,Helianthus_petiolaris,8922293,316376,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24786559.jpg,0,1,2,False,1,1,A1USG1YHEXWMEN,20632,24.66,2024-04-16,15:32:55,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Helianthus_petiolaris,8922237,316376,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24786559.jpg,A1USG1YHEXWMEN,20632,False,832,377.3333333333333,flower,2024-04-16,15:32:38,False
,N.A.,Helianthus_petiolaris,8922265,316376,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24786559.jpg,A1USG1YHEXWMEN,20632,False,804,758.6666666666666,fruit,2024-04-16,15:32:49,False
,N.A.,Helianthus_petiolaris,8922273,316376,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24786559.jpg,A1USG1YHEXWMEN,20632,False,470.6666666666667,937.3333333333334,fruit,2024-04-16,15:32:51,False
N.A,Helianthus_petiolaris,8922781,316375,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24620501.jpg,1,3,6,False,1,2,A1USG1YHEXWMEN,20632,94.32,2024-04-16,15:34:30,False
 ,coreID,species,annotation-ID,image-ID,image-URL,username,user-ID,is-duplicated,x,y,label,date,time,is-test
,N.A.,Helianthus_petiolaris,8922335,316375,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24620501.jpg,A1USG1YHEXWMEN,20632,False,599,677,flower,2024-04-16,15:33:01,False
,N.A.,Helianthus_petiolaris,8922340,316375,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24620501.jpg,A1USG1YHEXWMEN,20632,False,403,321,flower,2024-04-16,15:33:02,False
,N.A.,Helianthus_petiolaris,8922346,316375,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24620501.jpg,A1USG1YHEXWMEN,20632,False,826,291,flower,2024-04-16,15:33:03,False
,N.A.,Helianthus_petiolaris,8922473,316375,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24620501.jpg,A1USG1YHEXWMEN,20632,False,350.85714285714283,433.7142857142857,fruit,2024-04-16,15:33:25,False
,N.A.,Helianthus_petiolaris,8922500,316375,https://crowdcurio-experiment-images.s3.amazonaws.com/Helianthus_petiolaris/images/Helianthus_petiolaris.24620501.jpg,A1USG1YHEXWMEN,20632,False,942.8571428571429,300,fruit,2024-04-16,15:33:29,False
